Timestamp_ms,EMG_Value
pe:17.75
Rectified_Signal:11.08,Rectwin_Envelope:17.69,Hanning_Envelope:18.84
Rectified_Signal:20.88,Rectwin_Envelope:17.85,Hanning_Envelope:18.82
Rectified_Signal:13.85,Rectwin_Envelope:17.67,Hanning_Envelope:18.77
Rectified_Signal:45.06,Rectwin_Envelope:18.35,Hanning_Envelope:18.72
Rectified_Signal:35.99,Rectwin_Envelope:18.79,Hanning_Envelope:18.65
Rectified_Signal:12.96,Rectwin_Envelope:18.81,Hanning_Envelope:18.57
Rectified_Signal:23.92,Rectwin_Envelope:18.89,Hanning_Envelope:18.50
Rectified_Signal:15.88,Rectwin_Envelope:19.11,Hanning_Envelope:18.43
Rectified_Signal:2.11,Rectwin_Envelope:18.83,Hanning_Envelope:18.37
Rectified_Signal:0.89,Rectwin_Envelope:18.10,Hanning_Envelope:18.31
Rectified_Signal:26.83,Rectwin_Envelope:18.06,Hanning_Envelope:18.27
Rectified_Signal:32.77,Rectwin_Envelope:18.06,Hanning_Envelope:18.22
Rectified_Signal:10.21,Rectwin_Envelope:17.80,Hanning_Envelope:18.17
Rectified_Signal:2.21,Rectwin_Envelope:17.69,Hanning_Envelope:18.12
Rectified_Signal:12.18,Rectwin_Envelope:17.85,Hanning_Envelope:18.07
Rectified_Signal:11.16,Rectwin_Envelope:17.83,Hanning_Envelope:18.01
Rectified_Signal:5.15,Rectwin_Envelope:17.89,Hanning_Envelope:17.94
Rectified_Signal:16.82,Rectwin_Envelope:17.93,Hanning_Envelope:17.87
Rectified_Signal:38.11,Rectwin_Envelope:18.23,Hanning_Envelope:17.80
Rectified_Signal:26.06,Rectwin_Envelope:18.33,Hanning_Envelope:17.73
Rectified_Signal:28.89,Rectwin_Envelope:18.49,Hanning_Envelope:17.67
Rectified_Signal:21.84,Rectwin_Envelope:18.43,Hanning_Envelope:17.62
Rectified_Signal:7.14,Rectwin_Envelope:18.07,Hanning_Envelope:17.58
Rectified_Signal:0.14,Rectwin_Envelope:17.79,Hanning_Envelope:17.56
Rectified_Signal:32.08,Rectwin_Envelope:17.71,Hanning_Envelope:17.55
Rectified_Signal:21.04,Rectwin_Envelope:17.44,Hanning_Envelope:17.54
Rectified_Signal:29.90,Rectwin_Envelope:17.79,Hanning_Envelope:17.54
Rectified_Signal:35.83,Rectwin_Envelope:18.07,Hanning_Envelope:17.54
Rectified_Signal:20.13,Rectwin_Envelope:17.69,Hanning_Envelope:17.53
Rectified_Signal:4.12,Rectwin_Envelope:17.42,Hanning_Envelope:17.55
Rectified_Signal:0.12,Rectwin_Envelope:17.18,Hanning_Envelope:17.56
Rectified_Signal:12.09,Rectwin_Envelope:17.13,Hanning_Envelope:17.58
Rectified_Signal:11.88,Rectwin_Envelope:17.32,Hanning_Envelope:17.58
Rectified_Signal:27.83,Rectwin_Envelope:17.84,Hanning_Envelope:17.58
Rectified_Signal:7.81,Rectwin_Envelope:17.92,Hanning_Envelope:17.57
Rectified_Signal:22.14,Rectwin_Envelope:18.12,Hanning_Envelope:17.56
Rectified_Signal:11.12,Rectwin_Envelope:17.91,Hanning_Envelope:17.56
Rectified_Signal:19.84,Rectwin_Envelope:18.02,Hanning_Envelope:17.56
Rectified_Signal:10.82,Rectwin_Envelope:17.40,Hanning_Envelope:17.56
Rectified_Signal:5.17,Rectwin_Envelope:17.46,Hanning_Envelope:17.58
Rectified_Signal:10.81,Rectwin_Envelope:17.07,Hanning_Envelope:17.59
Rectified_Signal:22.15,Rectwin_Envelope:16.92,Hanning_Envelope:17.60
Rectified_Signal:32.09,Rectwin_Envelope:17.12,Hanning_Envelope:17.61
Rectified_Signal:33.85,Rectwin_Envelope:17.36,Hanning_Envelope:17.60
Rectified_Signal:46.75,Rectwin_Envelope:17.61,Hanning_Envelope:17.59
Rectified_Signal:19.21,Rectwin_Envelope:17.84,Hanning_Envelope:17.59
Rectified_Signal:8.19,Rectwin_Envelope:17.84,Hanning_Envelope:17.58
Rectified_Signal:6.79,Rectwin_Envelope:17.88,Hanning_Envelope:17.58
Rectified_Signal:0.79,Rectwin_Envelope:17.66,Hanning_Envelope:17.58
Rectified_Signal:14.76,Rectwin_Envelope:17.79,Hanning_Envelope:17.58
Rectified_Signal:10.74,Rectwin_Envelope:17.78,Hanning_Envelope:17.58
Rectified_Signal:21.22,Rectwin_Envelope:17.79,Hanning_Envelope:17.57
Rectified_Signal:3.78,Rectwin_Envelope:17.59,Hanning_Envelope:17.57
Rectified_Signal:28.72,Rectwin_Envelope:17.26,Hanning_Envelope:17.58
Rectified_Signal:24.67,Rectwin_Envelope:17.03,Hanning_Envelope:17.58
Rectified_Signal:0.33,Rectwin_Envelope:16.78,Hanning_Envelope:17.59
Rectified_Signal:10.65,Rectwin_Envelope:16.52,Hanning_Envelope:17.58
Rectified_Signal:9.33,Rectwin_Envelope:16.39,Hanning_Envelope:17.57
Rectified_Signal:21.29,Rectwin_Envelope:16.77,Hanning_Envelope:17.54
Rectified_Signal:28.65,Rectwin_Envelope:17.32,Hanning_Envelope:17.49
Rectified_Signal:35.58,Rectwin_Envelope:17.50,Hanning_Envelope:17.43
Rectified_Signal:32.52,Rectwin_Envelope:17.49,Hanning_Envelope:17.36
Rectified_Signal:21.44,Rectwin_Envelope:17.72,Hanning_Envelope:17.31
Rectified_Signal:5.43,Rectwin_Envelope:17.78,Hanning_Envelope:17.26
Rectified_Signal:18.39,Rectwin_Envelope:17.91,Hanning_Envelope:17.21
Rectified_Signal:21.35,Rectwin_Envelope:18.11,Hanning_Envelope:17.17
Rectified_Signal:11.63,Rectwin_Envelope:18.24,Hanning_Envelope:17.14
Rectified_Signal:27.57,Rectwin_Envelope:18.46,Hanning_Envelope:17.12
Rectified_Signal:21.38,Rectwin_Envelope:18.12,Hanning_Envelope:17.12
Rectified_Signal:23.34,Rectwin_Envelope:18.07,Hanning_Envelope:17.14
Rectified_Signal:36.59,Rectwin_Envelope:18.22,Hanning_Envelope:17.18
Rectified_Signal:21.55,Rectwin_Envelope:18.21,Hanning_Envelope:17.24
Rectified_Signal:11.52,Rectwin_Envelope:18.30,Hanning_Envelope:17.31
Rectified_Signal:9.51,Rectwin_Envelope:18.49,Hanning_Envelope:17.40
Rectified_Signal:10.47,Rectwin_Envelope:18.06,Hanning_Envelope:17.49
Rectified_Signal:15.44,Rectwin_Envelope:17.95,Hanning_Envelope:17.60
Rectified_Signal:47.46,Rectwin_Envelope:18.30,Hanning_Envelope:17.72
Rectified_Signal:37.39,Rectwin_Envelope:18.33,Hanning_Envelope:17.84
Rectified_Signal:21.57,Rectwin_Envelope:18.36,Hanning_Envelope:17.98
Rectified_Signal:10.55,Rectwin_Envelope:18.49,Hanning_Envelope:18.13
Rectified_Signal:4.54,Rectwin_Envelope:18.57,Hanning_Envelope:18.27
Rectified_Signal:1.46,Rectwin_Envelope:18.36,Hanning_Envelope:18.42
Rectified_Signal:6.45,Rectwin_Envelope:18.25,Hanning_Envelope:18.56
Rectified_Signal:4.44,Rectwin_Envelope:17.78,Hanning_Envelope:18.70
Rectified_Signal:2.56,Rectwin_Envelope:17.68,Hanning_Envelope:18.83
Rectified_Signal:22.51,Rectwin_Envelope:17.69,Hanning_Envelope:18.94
Rectified_Signal:40.41,Rectwin_Envelope:18.27,Hanning_Envelope:19.04
Rectified_Signal:20.37,Rectwin_Envelope:18.28,Hanning_Envelope:19.11
Rectified_Signal:18.33,Rectwin_Envelope:18.43,Hanning_Envelope:19.17
Rectified_Signal:7.31,Rectwin_Envelope:18.48,Hanning_Envelope:19.22
Rectified_Signal:10.29,Rectwin_Envelope:18.47,Hanning_Envelope:19.25
Rectified_Signal:38.63,Rectwin_Envelope:18.80,Hanning_Envelope:19.27
Rectified_Signal:21.58,Rectwin_Envelope:18.59,Hanning_Envelope:19.28
Rectified_Signal:42.33,Rectwin_Envelope:18.76,Hanning_Envelope:19.28
Rectified_Signal:43.24,Rectwin_Envelope:18.69,Hanning_Envelope:19.28
Rectified_Signal:21.71,Rectwin_Envelope:18.74,Hanning_Envelope:19.27
Rectified_Signal:5.70,Rectwin_Envelope:18.69,Hanning_Envelope:19.26
Rectified_Signal:3.29,Rectwin_Envelope:18.62,Hanning_Envelope:19.25
Rectified_Signal:1.70,Rectwin_Envelope:18.63,Hanning_Envelope:19.21
Rectified_Signal:15.27,Rectwin_Envelope:18.64,Hanning_Envelope:19.17
Rectified_Signal:20.22,Rectwin_Envelope:18.83,Hanning_Envelope:19.12
Rectified_Signal:7.76,Rectwin_Envelope:18.56,Hanning_Envelope:19.05
Rectified_Signal:6.75,Rectwin_Envelope:18.62,Hanning_Envelope:18.98
Rectified_Signal:40.17,Rectwin_Envelope:18.85,Hanning_Envelope:18.91
Rectified_Signal:20.13,Rectwin_Envelope:18.76,Hanning_Envelope:18.82
Rectified_Signal:4.86,Rectwin_Envelope:18.85,Hanning_Envelope:18.75
Rectified_Signal:16.11,Rectwin_Envelope:18.96,Hanning_Envelope:18.67
Rectified_Signal:2.88,Rectwin_Envelope:18.83,Hanning_Envelope:18.59
Rectified_Signal:6.87,Rectwin_Envelope:18.54,Hanning_Envelope:18.51
Rectified_Signal:17.10,Rectwin_Envelope:18.31,Hanning_Envelope:18.43
Rectified_Signal:50.99,Rectwin_Envelope:18.62,Hanning_Envelope:18.36
Rectified_Signal:5.99,Rectwin_Envelope:18.09,Hanning_Envelope:18.29
Rectified_Signal:2.99,Rectwin_Envelope:17.72,Hanning_Envelope:18.23
Rectified_Signal:9.99,Rectwin_Envelope:17.81,Hanning_Envelope:18.16
Rectified_Signal:15.98,Rectwin_Envelope:17.76,Hanning_Envelope:18.09
Rectified_Signal:18.94,Rectwin_Envelope:17.72,Hanning_Envelope:18.01
Rectified_Signal:5.05,Rectwin_Envelope:17.59,Hanning_Envelope:17.93
Rectified_Signal:24.00,Rectwin_Envelope:17.51,Hanning_Envelope:17.84
Rectified_Signal:15.96,Rectwin_Envelope:17.41,Hanning_Envelope:17.75
Rectified_Signal:21.92,Rectwin_Envelope:17.38,Hanning_Envelope:17.66
Rectified_Signal:10.06,Rectwin_Envelope:16.85,Hanning_Envelope:17.56
Rectified_Signal:35.99,Rectwin_Envelope:17.14,Hanning_Envelope:17.47
Rectified_Signal:9.99,Rectwin_Envelope:17.10,Hanning_Envelope:17.37
Rectified_Signal:6.99,Rectwin_Envelope:17.05,Hanning_Envelope:17.26
Rectified_Signal:10.98,Rectwin_Envelope:17.06,Hanning_Envelope:17.15
Rectified_Signal:6.97,Rectwin_Envelope:16.90,Hanning_Envelope:17.03
Rectified_Signal:36.96,Rectwin_Envelope:16.68,Hanning_Envelope:16.92
Rectified_Signal:41.87,Rectwin_Envelope:16.77,Hanning_Envelope:16.81
Rectified_Signal:19.09,Rectwin_Envelope:16.73,Hanning_Envelope:16.70
Rectified_Signal:7.07,Rectwin_Envelope:16.66,Hanning_Envelope:16.60
Rectified_Signal:2.92,Rectwin_Envelope:16.62,Hanning_Envelope:16.49
Rectified_Signal:17.05,Rectwin_Envelope:16.93,Hanning_Envelope:16.39
Rectified_Signal:1.04,Rectwin_Envelope:16.83,Hanning_Envelope:16.29
Rectified_Signal:31.89,Rectwin_Envelope:17.38,Hanning_Envelope:16.20
Rectified_Signal:21.07,Rectwin_Envelope:17.75,Hanning_Envelope:16.12
Rectified_Signal:23.02,Rectwin_Envelope:17.76,Hanning_Envelope:16.05
Rectified_Signal:26.93,Rectwin_Envelope:17.49,Hanning_Envelope:16.00
Rectified_Signal:19.89,Rectwin_Envelope:17.48,Hanning_Envelope:15.99
Rectified_Signal:16.08,Rectwin_Envelope:17.43,Hanning_Envelope:16.00
Rectified_Signal:7.90,Rectwin_Envelope:17.44,Hanning_Envelope:16.04
Rectified_Signal:7.89,Rectwin_Envelope:17.40,Hanning_Envelope:16.09
Rectified_Signal:29.05,Rectwin_Envelope:17.20,Hanning_Envelope:16.16
Rectified_Signal:27.00,Rectwin_Envelope:17.31,Hanning_Envelope:16.26
Rectified_Signal:34.93,Rectwin_Envelope:17.16,Hanning_Envelope:16.37
Rectified_Signal:39.85,Rectwin_Envelope:17.10,Hanning_Envelope:16.49
Rectified_Signal:13.12,Rectwin_Envelope:16.92,Hanning_Envelope:16.64
Rectified_Signal:13.10,Rectwin_Envelope:17.07,Hanning_Envelope:16.80
Rectified_Signal:12.07,Rectwin_Envelope:17.25,Hanning_Envelope:16.96
Rectified_Signal:4.92,Rectwin_Envelope:17.31,Hanning_Envelope:17.11
Rectified_Signal:13.89,Rectwin_Envelope:17.29,Hanning_Envelope:17.27
Rectified_Signal:19.85,Rectwin_Envelope:17.28,Hanning_Envelope:17.42
Rectified_Signal:29.09,Rectwin_Envelope:17.70,Hanning_Envelope:17.58
Rectified_Signal:7.08,Rectwin_Envelope:17.71,Hanning_Envelope:17.72
Rectified_Signal:16.89,Rectwin_Envelope:17.25,Hanning_Envelope:17.86
Rectified_Signal:9.87,Rectwin_Envelope:17.04,Hanning_Envelope:18.01
Rectified_Signal:0.13,Rectwin_Envelope:16.95,Hanning_Envelope:18.14
Rectified_Signal:6.86,Rectwin_Envelope:16.76,Hanning_Envelope:18.25
Rectified_Signal:22.10,Rectwin_Envelope:17.14,Hanning_Envelope:18.35
Rectified_Signal:13.07,Rectwin_Envelope:17.27,Hanning_Envelope:18.41
Rectified_Signal:29.87,Rectwin_Envelope:17.52,Hanning_Envelope:18.46
Rectified_Signal:39.79,Rectwin_Envelope:17.30,Hanning_Envelope:18.48
Rectified_Signal:22.17,Rectwin_Envelope:17.62,Hanning_Envelope:18.50
Rectified_Signal:12.14,Rectwin_Envelope:17.81,Hanning_Envelope:18.51
Rectified_Signal:5.13,Rectwin_Envelope:17.71,Hanning_Envelope:18.49
Rectified_Signal:17.10,Rectwin_Envelope:17.73,Hanning_Envelope:18.47
Rectified_Signal:3.89,Rectwin_Envelope:17.43,Hanning_Envelope:18.43
Rectified_Signal:10.87,Rectwin_Envelope:17.55,Hanning_Envelope:18.38
Rectified_Signal:19.83,Rectwin_Envelope:17.46,Hanning_Envelope:18.31
Rectified_Signal:21.13,Rectwin_Envelope:17.57,Hanning_Envelope:18.23
Rectified_Signal:22.08,Rectwin_Envelope:17.57,Hanning_Envelope:18.14
Rectified_Signal:26.86,Rectwin_Envelope:17.91,Hanning_Envelope:18.04
Rectified_Signal:9.84,Rectwin_Envelope:17.38,Hanning_Envelope:17.93
Rectified_Signal:3.15,Rectwin_Envelope:17.25,Hanning_Envelope:17.83
Rectified_Signal:11.83,Rectwin_Envelope:17.34,Hanning_Envelope:17.72
Rectified_Signal:19.13,Rectwin_Envelope:17.51,Hanning_Envelope:17.60
Rectified_Signal:22.09,Rectwin_Envelope:17.81,Hanning_Envelope:17.47
Rectified_Signal:25.86,Rectwin_Envelope:17.59,Hanning_Envelope:17.34
Rectified_Signal:37.78,Rectwin_Envelope:17.51,Hanning_Envelope:17.22
Rectified_Signal:6.20,Rectwin_Envelope:17.25,Hanning_Envelope:17.11
Rectified_Signal:7.19,Rectwin_Envelope:17.25,Hanning_Envelope:17.01
Rectified_Signal:0.19,Rectwin_Envelope:17.20,Hanning_Envelope:16.91
Rectified_Signal:16.16,Rectwin_Envelope:17.18,Hanning_Envelope:16.82
Rectified_Signal:16.81,Rectwin_Envelope:17.49,Hanning_Envelope:16.73
Rectified_Signal:19.77,Rectwin_Envelope:17.25,Hanning_Envelope:16.64
Rectified_Signal:24.18,Rectwin_Envelope:17.31,Hanning_Envelope:16.56
Rectified_Signal:22.14,Rectwin_Envelope:17.29,Hanning_Envelope:16.50
Rectified_Signal:15.83,Rectwin_Envelope:17.07,Hanning_Envelope:16.45
Rectified_Signal:10.81,Rectwin_Envelope:16.89,Hanning_Envelope:16.41
Rectified_Signal:1.19,Rectwin_Envelope:16.59,Hanning_Envelope:16.39
Rectified_Signal:4.80,Rectwin_Envelope:16.53,Hanning_Envelope:16.37
Rectified_Signal:33.13,Rectwin_Envelope:17.04,Hanning_Envelope:16.36
Rectified_Signal:37.06,Rectwin_Envelope:17.20,Hanning_Envelope:16.34
Rectified_Signal:26.89,Rectwin_Envelope:17.19,Hanning_Envelope:16.34
Rectified_Signal:37.81,Rectwin_Envelope:17.25,Hanning_Envelope:16.35
Rectified_Signal:50.71,Rectwin_Envelope:17.47,Hanning_Envelope:16.39
Rectified_Signal:26.23,Rectwin_Envelope:17.73,Hanning_Envelope:16.44
Rectified_Signal:4.23,Rectwin_Envelope:17.55,Hanning_Envelope:16.51
Rectified_Signal:26.17,Rectwin_Envelope:17.84,Hanning_Envelope:16.60
Rectified_Signal:11.15,Rectwin_Envelope:17.96,Hanning_Envelope:16.71
Rectified_Signal:4.14,Rectwin_Envelope:17.77,Hanning_Envelope:16.82
Rectified_Signal:4.85,Rectwin_Envelope:17.47,Hanning_Envelope:16.95
Rectified_Signal:50.05,Rectwin_Envelope:17.88,Hanning_Envelope:17.10
Rectified_Signal:28.99,Rectwin_Envelope:18.32,Hanning_Envelope:17.25
Rectified_Signal:27.95,Rectwin_Envelope:18.54,Hanning_Envelope:17.42
Rectified_Signal:6.94,Rectwin_Envelope:18.49,Hanning_Envelope:17.60
Rectified_Signal:5.05,Rectwin_Envelope:18.58,Hanning_Envelope:17.79
Rectified_Signal:9.93,Rectwin_Envelope:18.65,Hanning_Envelope:17.99
Rectified_Signal:25.02,Rectwin_Envelope:18.70,Hanning_Envelope:18.19
Rectified_Signal:24.97,Rectwin_Envelope:18.94,Hanning_Envelope:18.40
Rectified_Signal:10.01,Rectwin_Envelope:18.55,Hanning_Envelope:18.61
Rectified_Signal:19.97,Rectwin_Envelope:18.15,Hanning_Envelope:18.83
Rectified_Signal:7.02,Rectwin_Envelope:17.85,Hanning_Envelope:19.05
Rectified_Signal:10.99,Rectwin_Envelope:17.82,Hanning_Envelope:19.26
Rectified_Signal:9.99,Rectwin_Envelope:17.92,Hanning_Envelope:19.44
Rectified_Signal:20.97,Rectwin_Envelope:18.00,Hanning_Envelope:19.60
Rectified_Signal:16.99,Rectwin_Envelope:18.26,Hanning_Envelope:19.73
Rectified_Signal:15.96,Rectwin_Envelope:18.36,Hanning_Envelope:19.83
Rectified_Signal:21.99,Rectwin_Envelope:18.40,Hanning_Envelope:19.90
Rectified_Signal:12.97,Rectwin_Envelope:18.24,Hanning_Envelope:19.96
Rectified_Signal:35.96,Rectwin_Envelope:18.52,Hanning_Envelope:19.99
Rectified_Signal:30.90,Rectwin_Envelope:18.60,Hanning_Envelope:19.99
Rectified_Signal:28.84,Rectwin_Envelope:18.98,Hanning_Envelope:19.98
Rectified_Signal:8.82,Rectwin_Envelope:19.09,Hanning_Envelope:19.94
Rectified_Signal:10.80,Rectwin_Envelope:19.07,Hanning_Envelope:19.89
Rectified_Signal:27.14,Rectwin_Envelope:19.23,Hanning_Envelope:19.83
Rectified_Signal:13.12,Rectwin_Envelope:19.05,Hanning_Envelope:19.75
Rectified_Signal:19.84,Rectwin_Envelope:18.93,Hanning_Envelope:19.66
Rectified_Signal:30.78,Rectwin_Envelope:18.79,Hanning_Envelope:19.57
Rectified_Signal:27.17,Rectwin_Envelope:19.21,Hanning_Envelope:19.47
Rectified_Signal:22.12,Rectwin_Envelope:19.51,Hanning_Envelope:19.36
Rectified_Signal:12.10,Rectwin_Envelope:19.75,Hanning_Envelope:19.25
Rectified_Signal:22.05,Rectwin_Envelope:19.87,Hanning_Envelope:19.14
Rectified_Signal:1.05,Rectwin_Envelope:19.55,Hanning_Envelope:19.03
Rectified_Signal:9.93,Rectwin_Envelope:19.35,Hanning_Envelope:18.93
Rectified_Signal:13.04,Rectwin_Envelope:19.13,Hanning_Envelope:18.85
Rectified_Signal:9.03,Rectwin_Envelope:18.87,Hanning_Envelope:18.77
Rectified_Signal:29.91,Rectwin_Envelope:19.15,Hanning_Envelope:18.70
Rectified_Signal:6.90,Rectwin_Envelope:19.07,Hanning_Envelope:18.62
Rectified_Signal:0.10,Rectwin_Envelope:19.05,Hanning_Envelope:18.56
Rectified_Signal:6.09,Rectwin_Envelope:19.08,Hanning_Envelope:18.50
Rectified_Signal:37.01,Rectwin_Envelope:19.15,Hanning_Envelope:18.44
Rectified_Signal:26.96,Rectwin_Envelope:18.95,Hanning_Envelope:18.39
Rectified_Signal:16.01,Rectwin_Envelope:18.73,Hanning_Envelope:18.36
Rectified_Signal:24.96,Rectwin_Envelope:18.48,Hanning_Envelope:18.34
Rectified_Signal:6.03,Rectwin_Envelope:17.58,Hanning_Envelope:18.32
Rectified_Signal:21.98,Rectwin_Envelope:17.50,Hanning_Envelope:18.32
Rectified_Signal:10.00,Rectwin_Envelope:17.61,Hanning_Envelope:18.30
Rectified_Signal:3.99,Rectwin_Envelope:17.17,Hanning_Envelope:18.27
Rectified_Signal:5.00,Rectwin_Envelope:17.05,Hanning_Envelope:18.23
Rectified_Signal:3.99,Rectwin_Envelope:17.04,Hanning_Envelope:18.18
Rectified_Signal:28.93,Rectwin_Envelope:17.53,Hanning_Envelope:18.10
Rectified_Signal:27.01,Rectwin_Envelope:17.07,Hanning_Envelope:18.00
Rectified_Signal:6.00,Rectwin_Envelope:16.61,Hanning_Envelope:17.90
Rectified_Signal:9.98,Rectwin_Envelope:16.25,Hanning_Envelope:17.79
Rectified_Signal:20.94,Rectwin_Envelope:16.53,Hanning_Envelope:17.67
Rectified_Signal:20.02,Rectwin_Envelope:16.83,Hanning_Envelope:17.52
Rectified_Signal:9.96,Rectwin_Envelope:16.83,Hanning_Envelope:17.35
Rectified_Signal:13.02,Rectwin_Envelope:16.59,Hanning_Envelope:17.18
Rectified_Signal:6.00,Rectwin_Envelope:16.21,Hanning_Envelope:17.00
Rectified_Signal:26.94,Rectwin_Envelope:16.55,Hanning_Envelope:16.81
Rectified_Signal:34.87,Rectwin_Envelope:16.84,Hanning_Envelope:16.62
Rectified_Signal:23.08,Rectwin_Envelope:17.16,Hanning_Envelope:16.43
Rectified_Signal:5.07,Rectwin_Envelope:17.05,Hanning_Envelope:16.24
Rectified_Signal:5.92,Rectwin_Envelope:16.97,Hanning_Envelope:16.07
Rectified_Signal:14.05,Rectwin_Envelope:16.83,Hanning_Envelope:15.90
Rectified_Signal:2.94,Rectwin_Envelope:16.55,Hanning_Envelope:15.75
Rectified_Signal:12.91,Rectwin_Envelope:16.48,Hanning_Envelope:15.62
Rectified_Signal:4.08,Rectwin_Envelope:16.13,Hanning_Envelope:15.50
Rectified_Signal:9.06,Rectwin_Envelope:16.05,Hanning_Envelope:15.40
Rectified_Signal:22.89,Rectwin_Envelope:15.79,Hanning_Envelope:15.30
Rectified_Signal:30.83,Rectwin_Envelope:15.79,Hanning_Envelope:15.22
Rectified_Signal:3.16,Rectwin_Envelope:15.27,Hanning_Envelope:15.15
Rectified_Signal:6.83,Rectwin_Envelope:15.23,Hanning_Envelope:15.09
Rectified_Signal:10.15,Rectwin_Envelope:15.22,Hanning_Envelope:15.03
Rectified_Signal:22.11,Rectwin_Envelope:15.12,Hanning_Envelope:14.98
Rectified_Signal:26.06,Rectwin_Envelope:15.38,Hanning_Envelope:14.93
Rectified_Signal:24.89,Rectwin_Envelope:15.48,Hanning_Envelope:14.88
Rectified_Signal:35.82,Rectwin_Envelope:15.58,Hanning_Envelope:14.85
Rectified_Signal:17.14,Rectwin_Envelope:15.38,Hanning_Envelope:14.82
Rectified_Signal:2.14,Rectwin_Envelope:14.98,Hanning_Envelope:14.81
Rectified_Signal:6.13,Rectwin_Envelope:14.86,Hanning_Envelope:14.81
Rectified_Signal:19.09,Rectwin_Envelope:14.80,Hanning_Envelope:14.82
Rectified_Signal:9.89,Rectwin_Envelope:14.98,Hanning_Envelope:14.82
Rectified_Signal:14.86,Rectwin_Envelope:15.08,Hanning_Envelope:14.82
Rectified_Signal:12.11,Rectwin_Envelope:15.06,Hanning_Envelope:14.83
Rectified_Signal:8.10,Rectwin_Envelope:15.04,Hanning_Envelope:14.83
Rectified_Signal:26.85,Rectwin_Envelope:14.98,Hanning_Envelope:14.84
Rectified_Signal:14.82,Rectwin_Envelope:15.14,Hanning_Envelope:14.85
Rectified_Signal:6.17,Rectwin_Envelope:15.26,Hanning_Envelope:14.87
Rectified_Signal:9.81,Rectwin_Envelope:15.33,Hanning_Envelope:14.88
Rectified_Signal:12.16,Rectwin_Envelope:14.83,Hanning_Envelope:14.90
Rectified_Signal:13.14,Rectwin_Envelope:14.56,Hanning_Envelope:14.93
Rectified_Signal:15.83,Rectwin_Envelope:14.55,Hanning_Envelope:14.95
Rectified_Signal:32.77,Rectwin_Envelope:14.71,Hanning_Envelope:14.98
Rectified_Signal:22.19,Rectwin_Envelope:15.03,Hanning_Envelope:15.00
Rectified_Signal:8.17,Rectwin_Envelope:14.76,Hanning_Envelope:15.01
Rectified_Signal:9.81,Rectwin_Envelope:14.75,Hanning_Envelope:15.03
Rectified_Signal:9.79,Rectwin_Envelope:14.87,Hanning_Envelope:15.04
Rectified_Signal:2.78,Rectwin_Envelope:14.83,Hanning_Envelope:15.04
Rectified_Signal:12.76,Rectwin_Envelope:15.00,Hanning_Envelope:15.04
Rectified_Signal:22.71,Rectwin_Envelope:14.88,Hanning_Envelope:15.04
Rectified_Signal:7.27,Rectwin_Envelope:14.48,Hanning_Envelope:15.03
Rectified_Signal:19.24,Rectwin_Envelope:14.75,Hanning_Envelope:15.02
Rectified_Signal:20.72,Rectwin_Envelope:14.96,Hanning_Envelope:15.01
Rectified_Signal:29.66,Rectwin_Envelope:15.14,Hanning_Envelope:14.99
Rectified_Signal:2.33,Rectwin_Envelope:14.78,Hanning_Envelope:14.97
Rectified_Signal:9.65,Rectwin_Envelope:14.78,Hanning_Envelope:14.96
Rectified_Signal:24.30,Rectwin_Envelope:15.00,Hanning_Envelope:14.94
Rectified_Signal:22.26,Rectwin_Envelope:15.33,Hanning_Envelope:14.92
Rectified_Signal:19.70,Rectwin_Envelope:15.18,Hanning_Envelope:14.90
Rectified_Signal:39.62,Rectwin_Envelope:15.28,Hanning_Envelope:14.89
Rectified_Signal:31.31,Rectwin_Envelope:15.44,Hanning_Envelope:14.89
Rectified_Signal:12.29,Rectwin_Envelope:15.59,Hanning_Envelope:14.90
Rectified_Signal:0.29,Rectwin_Envelope:15.47,Hanning_Envelope:14.91
Rectified_Signal:13.26,Rectwin_Envelope:15.46,Hanning_Envelope:14.94
Rectified_Signal:10.72,Rectwin_Envelope:15.61,Hanning_Envelope:14.97
Rectified_Signal:10.70,Rectwin_Envelope:15.57,Hanning_Envelope:15.00
Rectified_Signal:10.28,Rectwin_Envelope:15.69,Hanning_Envelope:15.05
Rectified_Signal:1.28,Rectwin_Envelope:15.54,Hanning_Envelope:15.10
Rectified_Signal:41.64,Rectwin_Envelope:15.91,Hanning_Envelope:15.16
Rectified_Signal:31.57,Rectwin_Envelope:15.93,Hanning_Envelope:15.22
Rectified_Signal:14.54,Rectwin_Envelope:16.15,Hanning_Envelope:15.30
Rectified_Signal:14.52,Rectwin_Envelope:16.31,Hanning_Envelope:15.39
Rectified_Signal:22.44,Rectwin_Envelope:16.55,Hanning_Envelope:15.49
Rectified_Signal:37.36,Rectwin_Envelope:16.86,Hanning_Envelope:15.60
Rectified_Signal:36.56,Rectwin_Envelope:17.07,Hanning_Envelope:15.72
Rectified_Signal:48.46,Rectwin_Envelope:17.54,Hanning_Envelope:15.88
Rectified_Signal:52.36,Rectwin_Envelope:17.87,Hanning_Envelope:16.05
Rectified_Signal:6.63,Rectwin_Envelope:17.66,Hanning_Envelope:16.24
Rectified_Signal:4.36,Rectwin_Envelope:17.71,Hanning_Envelope:16.47
Rectified_Signal:7.62,Rectwin_Envelope:17.74,Hanning_Envelope:16.72
Rectified_Signal:15.59,Rectwin_Envelope:17.67,Hanning_Envelope:16.97
